source,target,weight
Kurt Wagner,Warren Worthington III,262.8328157299975
Carol Danvers,X-Men,262.2492235949962
X-Men,Carol Danvers,262.2492235949962
Arthur Maddicks,Scott Summers,260.0
Jean Grey,Patricia Tilby,260.0
Illyana Rasputina,Xi'an Coy Manh,260.0
Patricia Tilby,Jean Grey,260.0
Xi'an Coy Manh,Illyana Rasputina,260.0
Jubilation Lee,X-Men,260.0
Arthur Maddicks,Jean Grey,260.0
X-Men,Jubilation Lee,260.0
Jean Grey,Julio Richter,260.0
Warren Worthington III,Tabitha Smith,260.0
Scott Summers,Arthur Maddicks,260.0
Julio Richter,Jean Grey,260.0
Jean Grey,Arthur Maddicks,260.0
Tabitha Smith,Warren Worthington III,260.0
Illyana Rasputina,Kurt Wagner,259.8885438199983
X-Men,Hellfire Club,259.8885438199983
Hellfire Club,X-Men,259.8885438199983
Kurt Wagner,Illyana Rasputina,259.8885438199983
Jean Grey,En Sabah Nur,257.8885438199983
Henry McCoy,En Sabah Nur,257.8885438199983
Robert Drake,En Sabah Nur,257.8885438199983
En Sabah Nur,Jean Grey,257.8885438199983
En Sabah Nur,Henry McCoy,257.8885438199983
En Sabah Nur,Robert Drake,257.8885438199983
Ororo Munroe,Samuel Guthrie,256.8328157299975
Samuel Guthrie,Ororo Munroe,256.8328157299975
Robert Drake,Ororo Munroe,256.2492235949962
Ororo Munroe,Robert Drake,256.2492235949962
Warlock (Technarch),Amara Aquilla,255.41640786499872
Amara Aquilla,Warlock (Technarch),255.41640786499872
Sean Cassidy,Henry McCoy,255.30495168499704
Henry McCoy,Sean Cassidy,255.30495168499704
Katherine Pryde (Earth-811),Katherine Pryde,254.47213595499957
Julio Richter,Prosh,254.47213595499957
Prosh,Julio Richter,254.47213595499957
Tabitha Smith,Prosh,254.47213595499957
Prosh,Tabitha Smith,254.47213595499957
Katherine Pryde,Katherine Pryde (Earth-811),254.47213595499957
Rahne Sinclair,Ororo Munroe,252.3606797749979
Ororo Munroe,Rahne Sinclair,252.3606797749979
Charles Xavier,Max Eisenhardt,252.24922359499618
Max Eisenhardt,Charles Xavier,252.24922359499618
Elizabeth Braddock,Madelyne Pryor,250.94427190999915
Madelyne Pryor,Elizabeth Braddock,250.94427190999915
Sally Blevins,Warren Worthington III,250.0
Danielle Moonstar,Brightwind,250.0
Brightwind,Danielle Moonstar,250.0
Arthur Maddicks,Robert Drake,250.0
Sally Blevins,Arthur Maddicks,250.0
Julio Richter,X-Factor,250.0
Arthur Maddicks,Henry McCoy,250.0
Patricia Tilby,Scott Summers,250.0
Warren Worthington III,Sally Blevins,250.0
Henry McCoy,Julio Richter,250.0
Henry McCoy,Arthur Maddicks,250.0
Robert Drake,Arthur Maddicks,250.0
Arthur Maddicks,Sally Blevins,250.0
Julio Richter,Henry McCoy,250.0
Scott Summers,Patricia Tilby,250.0
X-Factor,Julio Richter,250.0
Hellfire Club,Piotr Rasputin,249.8885438199983
Piotr Rasputin,Hellfire Club,249.8885438199983
New Mutants,Nathan Summers,248.94427190999915
Forge,Elizabeth Braddock,248.94427190999915
Elizabeth Braddock,Forge,248.94427190999915
Nathan Summers,New Mutants,248.94427190999915
Amara Aquilla,Xi'an Coy Manh,248.47213595499957
Xi'an Coy Manh,Amara Aquilla,248.47213595499957
Alexander Summers,Sean Cassidy,247.41640786499872
Sean Cassidy,Alexander Summers,247.41640786499872
X-Men,Christopher Summers,246.83281572999744
Christopher Summers,X-Men,246.83281572999744
Madelyne Pryor,Alison Blaire,246.47213595499957
Alison Blaire,Madelyne Pryor,246.47213595499957
Sean Cassidy,Phoenix Force,246.0
Phoenix Force,Sean Cassidy,246.0
Lilandra Neramani,Christopher Summers,245.41640786499872
Christopher Summers,Lilandra Neramani,245.41640786499872
New Mutants,Brightwind,244.47213595499957
Brightwind,New Mutants,244.47213595499957
Carol Danvers,Ororo Munroe,243.8885438199983
Ororo Munroe,Carol Danvers,243.8885438199983
Ororo Munroe,Roberto Da Costa,242.3606797749979
Roberto Da Costa,Ororo Munroe,242.3606797749979
Christopher Summers,Ororo Munroe,242.36067977499786
Illyana Rasputina,James Howlett,242.36067977499786
James Howlett,Illyana Rasputina,242.36067977499786
Ororo Munroe,Christopher Summers,242.36067977499786
Warren Worthington III,Arthur Maddicks,240.0
Robert Drake,Julio Richter,240.0
Scott Summers,Julio Richter,240.0
Sally Blevins,X-Factor,240.0
Arthur Maddicks,Warren Worthington III,240.0
Julio Richter,Scott Summers,240.0
X-Factor,Sally Blevins,240.0
Julio Richter,Robert Drake,240.0
Jubilation Lee,James Howlett,238.94427190999915
James Howlett,Jubilation Lee,238.94427190999915
Alexander Summers,Jean Grey,238.3606797749979
Jean Grey,Alexander Summers,238.3606797749979
Max Eisenhardt,Douglas Ramsey,237.8885438199983
En Sabah Nur,X-Factor,237.8885438199983
Douglas Ramsey,Max Eisenhardt,237.8885438199983
X-Factor,En Sabah Nur,237.8885438199983
Ororo Munroe,Rachel Summers (Earth-811),236.83281572999744
Piotr Rasputin,Christopher Summers,236.83281572999744
Christopher Summers,Piotr Rasputin,236.83281572999744
Rachel Summers (Earth-811),Ororo Munroe,236.83281572999744
Piotr Rasputin,Carol Danvers,236.36067977499786
Carol Danvers,Piotr Rasputin,236.36067977499786
Sebastian Shaw,X-Men,235.41640786499872
X-Factor,X-Men,235.41640786499872
X-Men,X-Factor,235.41640786499872
X-Men,Sebastian Shaw,235.41640786499872
Warren Worthington III,Caliban,234.47213595499957
Caliban,Warren Worthington III,234.47213595499957
Ororo Munroe,Hellfire Club,233.41640786499872
Hellfire Club,Ororo Munroe,233.41640786499872
Christopher Summers,Charles Xavier,232.3606797749979
Charles Xavier,Christopher Summers,232.3606797749979
Excalibur,Katherine Pryde (Earth-811),232.0
Brian Braddock,Katherine Pryde (Earth-811),232.0
Katherine Pryde (Earth-811),Brian Braddock,232.0
Katherine Pryde (Earth-811),Excalibur,232.0
Meggan Puceanu,Katherine Pryde (Earth-811),232.0
Katherine Pryde (Earth-811),Meggan Puceanu,232.0
Scott Summers,Caliban,230.0
Caliban,Scott Summers,230.0
Arthur Maddicks,Leech,230.0
Warren Worthington III,Julio Richter,230.0
Samuel Guthrie,Brightwind,230.0
Leech,Sally Blevins,230.0
Sally Blevins,Leech,230.0
Brightwind,Samuel Guthrie,230.0
X-Factor,Arthur Maddicks,230.0
Leech,Arthur Maddicks,230.0
Arthur Maddicks,X-Factor,230.0
Julio Richter,Warren Worthington III,230.0
Piotr Rasputin,Rachel Summers (Earth-811),229.8885438199983
Rachel Summers (Earth-811),Piotr Rasputin,229.8885438199983
Callisto,Ororo Munroe,228.94427190999915
Rahne Sinclair,Nathan Summers,228.94427190999915
Nathan Summers,Rahne Sinclair,228.94427190999915
Ororo Munroe,Callisto,228.94427190999915
Katherine Pryde,Lilandra Neramani,227.8885438199983
Lilandra Neramani,Katherine Pryde,227.8885438199983
Kurt Wagner,Max Eisenhardt,227.77708763999658
Max Eisenhardt,Kurt Wagner,227.77708763999658
Max Eisenhardt,Scott Summers,226.83281572999744
Scott Summers,Max Eisenhardt,226.83281572999744
Frederick Dukes,Raven Darkhölme,226.47213595499957
Moira MacTaggert (Earth-TRN748),Lorna Dane,226.47213595499957
Lorna Dane,Moira MacTaggert (Earth-TRN748),226.47213595499957
Raven Darkhölme,Frederick Dukes,226.47213595499957
Elizabeth Braddock,Jean Grey,225.41640786499875
Jean Grey,Elizabeth Braddock,225.41640786499875
Piotr Rasputin,Sebastian Shaw,225.41640786499872
Callisto,X-Men,225.41640786499872
X-Men,Callisto,225.41640786499872
Sebastian Shaw,Piotr Rasputin,225.41640786499872
Emma Frost,Hellfire Club,224.47213595499957
Hellfire Club,Emma Frost,224.47213595499957
Brightwind,Rahne Sinclair,224.47213595499957
Rahne Sinclair,Brightwind,224.47213595499957
Lorna Dane,Sean Cassidy,224.0
Sean Cassidy,Lorna Dane,224.0
Jean Grey,Madelyne Pryor,222.60990336999404
Madelyne Pryor,Jean Grey,222.60990336999404
Christopher Summers,James Howlett,222.36067977499786
James Howlett,Christopher Summers,222.36067977499786
Christopher Summers,Kurt Wagner,222.36067977499786
Kurt Wagner,Christopher Summers,222.36067977499786
Raven Darkhölme,St. John Allerdyce,222.0
Alistaire Stuart,Meggan Puceanu,222.0
Brian Braddock,Alistaire Stuart,222.0
Alistaire Stuart,Excalibur,222.0
Irene Adler,Raven Darkhölme,222.0
St. John Allerdyce,Raven Darkhölme,222.0
Kurt Wagner,Alistaire Stuart,222.0
Meggan Puceanu,Alistaire Stuart,222.0
Alistaire Stuart,Brian Braddock,222.0
Rachel Summers (Earth-811),Alistaire Stuart,222.0
Excalibur,Alistaire Stuart,222.0
Alistaire Stuart,Kurt Wagner,222.0
Raven Darkhölme,Irene Adler,222.0
Alistaire Stuart,Rachel Summers (Earth-811),222.0
Henry McCoy,Charles Xavier,221.08203932499362
Charles Xavier,Henry McCoy,221.08203932499362
Carol Danvers,James Howlett,220.24922359499615
James Howlett,Carol Danvers,220.24922359499615
Forge,Muir Island X-Men,220.0
Patricia Tilby,Warren Worthington III,220.0
Jubilation Lee,Elizabeth Braddock,220.0
Russell Collins,Leech,220.0
Warren Worthington III,Patricia Tilby,220.0
Elizabeth Braddock,Jubilation Lee,220.0
Muir Island X-Men,Forge,220.0
Leech,Russell Collins,220.0
Sean Cassidy,Warren Worthington III,219.88854381999832
Warren Worthington III,Sean Cassidy,219.88854381999832
Danielle Moonstar,X-Men,218.83281572999744
X-Men,Danielle Moonstar,218.83281572999744
Ororo Munroe,X-Factor,217.8885438199983
X-Factor,Ororo Munroe,217.8885438199983
Christopher Summers,Scott Summers,216.83281572999744
Scott Summers,Christopher Summers,216.83281572999744
Rachel Summers (Earth-811),Rogue (Anna Marie),215.41640786499872
Rogue (Anna Marie),Rachel Summers (Earth-811),215.41640786499872
Moira MacTaggert (Earth-TRN748),Katherine Pryde,212.3606797749979
Katherine Pryde,Moira MacTaggert (Earth-TRN748),212.3606797749979
Hellfire Club,Kurt Wagner,212.36067977499786
Kurt Wagner,Hellfire Club,212.36067977499786
St. John Allerdyce,Freedom Force,212.0
Jean Grey,Forge,212.0
Frederick Dukes,Freedom Force,212.0
Freedom Force,St. John Allerdyce,212.0
Freedom Force,Frederick Dukes,212.0
Forge,Jean Grey,212.0
Henry McCoy,Kurt Wagner,210.72135954999575
Kurt Wagner,Henry McCoy,210.72135954999575
Prosh,Sally Blevins,210.0
Brightwind,Warlock (Technarch),210.0
Patricia Tilby,X-Factor,210.0
Sally Blevins,Prosh,210.0
X-Factor,Patricia Tilby,210.0
Arthur Maddicks,Cameron Hodge,210.0
Warlock (Technarch),Brightwind,210.0
Sean Cassidy,Muir Island X-Men,210.0
Prosh,Russell Collins,210.0
Cameron Hodge,Arthur Maddicks,210.0
Henry McCoy,Patricia Tilby,210.0
Muir Island X-Men,Sean Cassidy,210.0
Patricia Tilby,Robert Drake,210.0
Robert Drake,Patricia Tilby,210.0
Patricia Tilby,Henry McCoy,210.0
Russell Collins,Prosh,210.0
X-Men,Nathan Summers,209.88854381999832
Nathan Summers,X-Men,209.88854381999832
Rogue (Anna Marie),Forge,209.8885438199983
X-Men,Morlocks,209.8885438199983
Morlocks,X-Men,209.8885438199983
Forge,Rogue (Anna Marie),209.8885438199983
En Sabah Nur,Prosh,208.94427190999915
Prosh,En Sabah Nur,208.94427190999915
Kurt Wagner,Lorna Dane,207.8885438199983
Lorna Dane,Kurt Wagner,207.8885438199983
Lockheed,Ororo Munroe,207.8885438199983
Ororo Munroe,Lockheed,207.8885438199983
Robert Drake,Piotr Rasputin,207.30495168499704
Piotr Rasputin,Robert Drake,207.30495168499704
Piotr Rasputin,Lockheed,206.83281572999744
Lockheed,Piotr Rasputin,206.83281572999744
Douglas Ramsey,Xi'an Coy Manh,206.47213595499957
Xi'an Coy Manh,Douglas Ramsey,206.47213595499957
Nathan Summers,Ororo Munroe,206.3606797749979
Ororo Munroe,Nathan Summers,206.3606797749979
Scott Summers,Elizabeth Braddock,205.41640786499875
Elizabeth Braddock,Scott Summers,205.41640786499875
Brightwind,Roberto Da Costa,204.47213595499957
Starjammers,Christopher Summers,204.47213595499957
Roberto Da Costa,Brightwind,204.47213595499957
Katherine Pryde,Alistaire Stuart,204.47213595499957
Caliban,Jean Grey,204.47213595499957
X-Factor,James Howlett,204.47213595499957
Alistaire Stuart,Katherine Pryde,204.47213595499957
Caliban,Robert Drake,204.47213595499957
Lilandra Neramani,Starjammers,204.47213595499957
Christopher Summers,Starjammers,204.47213595499957
Robert Drake,Caliban,204.47213595499957
James Howlett,X-Factor,204.47213595499957
Jean Grey,Caliban,204.47213595499957
Starjammers,Lilandra Neramani,204.47213595499957
Lockheed,X-Men,203.41640786499872
X-Men,Lockheed,203.41640786499872
Illyana Rasputina,Rogue (Anna Marie),203.41640786499872
Rogue (Anna Marie),Illyana Rasputina,203.41640786499872
Freedom Force,Raven Darkhölme,202.0
Morlocks,Callisto,202.0
Callisto,Morlocks,202.0
Raven Darkhölme,Freedom Force,202.0
Forge,Piotr Rasputin,201.88854381999832
Piotr Rasputin,Forge,201.88854381999832
Scott Summers,Leech,200.0
Leech,Robert Drake,200.0
Leech,Scott Summers,200.0
Russell Collins,Cameron Hodge,200.0
Leech,Jean Grey,200.0
Cameron Hodge,Russell Collins,200.0
Robert Drake,Leech,200.0
Jean Grey,Leech,200.0
Leech,Henry McCoy,200.0
Henry McCoy,Leech,200.0
Piotr Rasputin,Callisto,199.88854381999832
Callisto,Piotr Rasputin,199.88854381999832
Max Eisenhardt,Katherine Pryde,199.8885438199983
Katherine Pryde,Max Eisenhardt,199.8885438199983
Ororo Munroe,Sebastian Shaw,198.94427190999915
Nathan Summers,James Howlett,198.94427190999915
Ororo Munroe,Raven Darkhölme,198.94427190999915
James Howlett,Nathan Summers,198.94427190999915
Raven Darkhölme,Ororo Munroe,198.94427190999915
Sebastian Shaw,Ororo Munroe,198.94427190999915
Warren Worthington III,Alexander Summers,197.88854381999832
Alexander Summers,Warren Worthington III,197.88854381999832
Rachel Summers (Earth-811),James Howlett,197.8885438199983
James Howlett,Rachel Summers (Earth-811),197.8885438199983
Max Eisenhardt,Rogue (Anna Marie),197.8885438199983
Rogue (Anna Marie),Max Eisenhardt,197.8885438199983
James Howlett,New Mutants,196.83281572999744
New Mutants,James Howlett,196.83281572999744
Callisto,Rogue (Anna Marie),196.47213595499957
Rogue (Anna Marie),Callisto,196.47213595499957
Henry McCoy,Caliban,194.47213595499957
Danielle Moonstar,Hellfire Club,194.47213595499957
Samuel Guthrie,Hellfire Club,194.47213595499957
Hellfire Club,New Mutants,194.47213595499957
Hellfire Club,Danielle Moonstar,194.47213595499957
Caliban,Henry McCoy,194.47213595499957
Hellfire Club,Samuel Guthrie,194.47213595499957
Hellfire Club,Rahne Sinclair,194.47213595499957
Alistaire Stuart,Lockheed,194.47213595499957
X-Men,Remy LeBeau,194.47213595499957
Lockheed,Alistaire Stuart,194.47213595499957
Rahne Sinclair,Hellfire Club,194.47213595499957
New Mutants,Hellfire Club,194.47213595499957
Remy LeBeau,X-Men,194.47213595499957
Dominikos Petrakis,Frederick Dukes,194.0
Frederick Dukes,Dominikos Petrakis,194.0
Lockheed,Katherine Pryde (Earth-811),193.41640786499872
Xi'an Coy Manh,Warlock (Technarch),193.41640786499872
Warlock (Technarch),Xi'an Coy Manh,193.41640786499872
Katherine Pryde (Earth-811),Lockheed,193.41640786499872
St. John Allerdyce,Dominikos Petrakis,192.0
Elizabeth Braddock,Sean Cassidy,192.0
Sean Cassidy,Elizabeth Braddock,192.0
Dominikos Petrakis,St. John Allerdyce,192.0
Charles Xavier,Starjammers,190.0
S'ym,New Mutants,190.0
Leech,Warren Worthington III,190.0
Warren Worthington III,Leech,190.0
Tabitha Smith,Cameron Hodge,190.0
Starjammers,Charles Xavier,190.0
Roberto Da Costa,S'ym,190.0
New Mutants,S'ym,190.0
Forge,Jubilation Lee,190.0
New Mutants,Emma Frost,190.0
S'ym,Samuel Guthrie,190.0
S'ym,Roberto Da Costa,190.0
Samuel Guthrie,S'ym,190.0
Emma Frost,Rahne Sinclair,190.0
Emma Frost,New Mutants,190.0
Cameron Hodge,Tabitha Smith,190.0
Jubilation Lee,Forge,190.0
Rahne Sinclair,Emma Frost,190.0
Ororo Munroe,Jubilation Lee,188.94427190999915
Jubilation Lee,Ororo Munroe,188.94427190999915
Starjammers,X-Men,188.94427190999915
X-Men,Starjammers,188.94427190999915
Charles Xavier,Alexander Summers,188.83281572999744
Alexander Summers,Charles Xavier,188.83281572999744
Katherine Pryde,Samuel Guthrie,187.88854381999832
Katherine Pryde,New Mutants,187.88854381999832
New Mutants,Katherine Pryde,187.88854381999832
Samuel Guthrie,Katherine Pryde,187.88854381999832
Kurt Wagner,Sebastian Shaw,187.8885438199983
Morlocks,Ororo Munroe,187.8885438199983
Sebastian Shaw,Kurt Wagner,187.8885438199983
Ororo Munroe,Morlocks,187.8885438199983
James Howlett,Samuel Guthrie,186.83281572999744
Samuel Guthrie,James Howlett,186.83281572999744
Dominikos Petrakis,Raven Darkhölme,186.47213595499957
Raven Darkhölme,Dominikos Petrakis,186.47213595499957
Piotr Rasputin,New Mutants,185.304951684997
New Mutants,Piotr Rasputin,185.304951684997
Starjammers,Hepzibah,184.47213595499957
Ororo Munroe,Starjammers,184.47213595499957
Raven Darkhölme,X-Men,184.47213595499957
Starjammers,Ororo Munroe,184.47213595499957
X-Men,Raven Darkhölme,184.47213595499957
Ch'od,Starjammers,184.47213595499957
Starjammers,Ch'od,184.47213595499957
Hepzibah,Starjammers,184.47213595499957
Piotr Rasputin,Morlocks,184.36067977499786
Morlocks,Piotr Rasputin,184.36067977499786
Amara Aquilla,Max Eisenhardt,183.41640786499872
Max Eisenhardt,Amara Aquilla,183.41640786499872
Christopher Summers,Katherine Pryde,183.41640786499872
Katherine Pryde,Christopher Summers,183.41640786499872
Rogue (Anna Marie),Jean Grey,182.83281572999746
Jean Grey,Rogue (Anna Marie),182.83281572999746
Rahne Sinclair,James Howlett,182.3606797749979
James Howlett,Rahne Sinclair,182.3606797749979
Hellfire Club,James Howlett,182.36067977499786
Lorna Dane,Charles Xavier,182.36067977499786
James Howlett,Hellfire Club,182.36067977499786
Charles Xavier,Lorna Dane,182.36067977499786
Brian Braddock,Weird Happenings Organization,182.0
Lilandra Neramani,Ch'od,182.0
Excalibur,Weird Happenings Organization,182.0
Christopher Summers,Hepzibah,182.0
Weird Happenings Organization,Meggan Puceanu,182.0
Christopher Summers,Ch'od,182.0
Ch'od,Christopher Summers,182.0
Meggan Puceanu,Weird Happenings Organization,182.0
Elaine Grey,John Grey,182.0
Weird Happenings Organization,Excalibur,182.0
Hepzibah,Christopher Summers,182.0
Weird Happenings Organization,Brian Braddock,182.0
Weird Happenings Organization,Rachel Summers (Earth-811),182.0
Ch'od,Lilandra Neramani,182.0
Lilandra Neramani,Hepzibah,182.0
John Grey,Elaine Grey,182.0
Hepzibah,Lilandra Neramani,182.0
Weird Happenings Organization,Kurt Wagner,182.0
Kurt Wagner,Weird Happenings Organization,182.0
Rachel Summers (Earth-811),Weird Happenings Organization,182.0
Phoenix Force,Jean Grey,181.41640786499872
Jean Grey,Phoenix Force,181.41640786499872
Warren Worthington III,Madelyne Pryor,180.2492235949962
Madelyne Pryor,Warren Worthington III,180.2492235949962
Vanessa Carlysle,Nathan Summers,180.0
Ororo Munroe,Remy LeBeau,180.0
Samuel Guthrie,Vanessa Carlysle,180.0
Vanessa Carlysle,Samuel Guthrie,180.0
Nathan Summers,Vanessa Carlysle,180.0
Emma Frost,Danielle Moonstar,180.0
Remy LeBeau,Forge,180.0
Forge,Remy LeBeau,180.0
Samuel Guthrie,Emma Frost,180.0
Arthur Maddicks,Tabitha Smith,180.0
Lorna Dane,Elizabeth Braddock,180.0
S'ym,Danielle Moonstar,180.0
Tabitha Smith,Arthur Maddicks,180.0
Emma Frost,Samuel Guthrie,180.0
Danielle Moonstar,Emma Frost,180.0
Elizabeth Braddock,Lorna Dane,180.0
Danielle Moonstar,S'ym,180.0
Remy LeBeau,Ororo Munroe,180.0
Charles Xavier,Hellfire Club,179.8885438199983
Hellfire Club,Charles Xavier,179.8885438199983
Piotr Rasputin,Starjammers,178.94427190999915
Starjammers,Piotr Rasputin,178.94427190999915
Charles Xavier,Sebastian Shaw,178.94427190999915
Raven Darkhölme,Scott Summers,178.94427190999915
Sebastian Shaw,Charles Xavier,178.94427190999915
Charles Xavier,Stephanie Hunter,178.94427190999915
Scott Summers,Raven Darkhölme,178.94427190999915
Nathan Summers,Alexander Summers,178.94427190999915
