,character name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235
102,Danielle Moonstar,2004,2004,1924,1924,1528,540,1048,200,900,1600,380,380,380,380,140,2700,2700,2700,2700,0,440,260,20,4,260,1240,0,1120,20,0,0,0,0,1920,20,20,20,20,0,0,3340,200,100,100,600,600,500,600,600,500,0,100,0,0,0,0,0,0,0,0,100,100,5448,0,1600,1800,1700,100,20,264,0,500,20,20,20,0,300,520,900,0,524,0,520,520,220,520,320,300,420,0,20,600,0,400,1104,1800,2664,620,8852,8452,8452,8416,8920,7572,420,460,324,380,0,0,400,100,120,300,3772,400,1400,240,0,3872,120,540,5728,1000,920,1300,920,660,520,120,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,2500,20,180,124,124,20,124,124,420,440,1120,1000,140,4,420,100,200,204,20,20,20,20,340,0,200,0,0,0,0,0,0,300,0,0,700,700,20,0,0,20,20,20,20,100,0,0,400,0,0,200,0,1520,1520,520,820,820,820,820,900,400,1204,1404,800,700,200,200,200,200,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
103,Roberto Da Costa,2984,2984,2904,2904,1428,1340,948,1000,1500,2300,1380,1380,1380,1380,1040,2520,2520,2520,2520,200,1060,1060,40,4,1160,1280,0,1120,140,0,100,200,200,1620,120,120,120,120,100,0,2860,0,100,100,600,600,500,600,600,500,0,100,0,0,0,0,0,0,0,0,200,120,5032,0,1580,1200,1500,100,20,564,0,300,40,40,40,0,300,720,1100,100,704,0,640,640,240,720,320,300,440,500,220,600,0,400,1004,1900,2760,420,9840,10236,10236,9156,7572,10424,420,380,144,200,0,220,200,100,240,300,2608,400,1200,1260,100,3756,20,540,6344,500,1200,620,500,760,740,120,2940,2940,2940,2940,2940,2940,2940,2940,2940,2940,2940,2940,2940,2940,2940,2940,2020,120,80,24,24,20,24,24,1420,940,760,740,340,4,620,100,400,204,40,40,40,40,340,100,900,0,300,700,600,0,600,300,500,0,1400,1320,620,0,0,20,40,40,40,100,0,720,240,300,0,600,900,3820,3600,700,500,500,500,820,900,400,1320,1520,800,700,300,500,300,500,500,800,700,300,700,600,0,0,0,0,0,0,0,0,0,100,100,0,0,0,400,300
104,Madelyne Pryor,3784,3784,3784,3784,3308,3028,1400,2568,3460,3768,1880,1880,1880,1880,1580,1136,1136,1136,1136,100,140,1400,740,100,1324,124,0,724,240,0,4,0,0,24,384,284,384,284,224,0,340,0,720,720,400,320,320,440,320,320,0,0,0,0,0,404,0,100,100,440,0,120,740,120,1560,20,24,4,20,2424,124,4,0,0,0,100,220,560,100,20,520,240,760,760,660,560,460,200,100,0,620,824,0,220,3448,160,100,700,420,420,420,420,420,420,4748,360,320,420,120,220,200,200,420,200,204,160,24,760,700,100,100,100,420,0,0,0,0,0,640,460,1400,1400,1400,1400,1400,1400,1400,1400,1416,1416,1416,1416,1416,1416,1416,1416,100,20,820,400,500,620,700,400,1540,2444,0,0,520,620,700,500,500,920,120,100,100,100,220,680,304,400,200,300,300,300,200,740,300,364,740,740,20,0,0,100,100,0,0,120,100,20,0,0,100,0,0,280,240,0,0,0,0,0,20,220,300,440,0,0,0,0,0,0,0,0,0,0,0,0,40,220,220,220,300,300,300,300,300,100,120,120,20,0,0,0
105,Morlocks,1960,1980,1944,1964,1704,1164,1384,120,1420,1780,1124,1124,1124,1124,1124,960,960,960,960,0,800,824,100,20,844,620,0,120,500,0,20,0,0,420,120,120,120,120,100,0,560,100,0,0,20,20,20,20,20,20,0,0,0,0,320,100,0,0,0,140,0,0,760,0,1520,120,420,300,300,220,200,320,200,200,200,0,500,600,100,100,620,520,500,500,500,500,300,100,0,400,1300,140,0,20,1664,20,120,600,680,900,900,260,460,380,360,3708,1224,2004,400,1700,0,100,500,100,240,800,320,500,0,260,400,200,140,100,600,100,100,20,300,200,644,644,544,544,644,644,544,544,724,724,624,624,724,724,624,624,100,200,424,320,340,100,320,220,604,700,700,500,400,20,0,0,0,0,300,200,200,100,0,500,720,100,100,0,0,100,0,0,100,500,220,220,200,0,0,100,200,100,0,0,0,500,200,100,100,300,100,920,0,0,0,0,0,0,0,700,800,700,0,0,300,220,300,300,0,500,120,0,500,420,100,200,200,100,0,0,0,0,0,100,0,0,0,0,20,220
106,Mark Hallett,1044,1044,1028,1028,928,324,928,0,700,960,24,24,24,24,224,540,540,540,540,0,300,24,100,4,24,200,0,120,400,0,0,0,0,220,0,0,0,0,0,0,240,0,0,0,20,20,20,20,20,20,0,0,0,0,0,100,0,0,0,40,0,0,460,0,1020,120,220,100,0,4,100,220,100,100,100,0,200,100,0,0,304,200,300,300,300,100,100,100,0,0,520,120,0,20,908,20,120,400,344,244,244,124,324,144,320,1224,1208,1224,200,700,0,100,200,100,220,200,120,100,0,124,220,100,120,100,100,100,100,20,100,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,100,0,124,100,100,0,100,100,4,200,300,200,0,0,0,0,0,0,100,100,100,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Callisto,2160,2160,2144,2144,1884,444,1504,200,1720,2240,324,324,324,324,324,720,720,720,720,0,1000,24,300,20,124,1100,0,120,500,0,0,0,0,520,100,100,100,100,100,0,640,0,0,0,20,20,20,20,20,20,0,0,0,0,0,100,0,100,100,140,100,200,580,0,1720,220,420,300,300,820,100,320,300,300,300,0,300,100,0,200,720,200,300,300,300,100,100,200,0,0,700,120,0,20,1924,20,120,620,400,300,300,180,380,200,420,2004,1224,3104,200,1000,0,200,600,100,260,200,420,800,0,160,400,100,140,100,100,100,100,220,100,100,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,100,200,424,320,120,300,320,120,104,1000,500,300,300,20,200,200,200,20,300,300,300,200,0,0,20,400,300,200,100,400,100,0,200,0,100,100,100,0,0,200,300,100,100,200,100,600,200,200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,100,100,0,0
108,Plague,204,204,204,204,200,1020,200,0,0,200,940,940,940,940,1120,204,204,204,204,0,0,920,0,0,920,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,200,100,100,0,0,0,220,100,0,0,0,0,0,100,0,0,0,100,200,200,200,100,100,0,0,0,1100,0,0,0,100,0,0,100,0,0,0,0,0,0,120,400,200,200,1104,300,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,100,100,720,0,0,0,100,0,0,0,0,0,0,0,0,0,504,400,720,0,0,0,0,0,0,0,0,904,820,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,400,0,0,0,0,0,0,600,700,700,0,0,0,0,0,0,0,0,0,0,0,0,0,804,804,820,0,0,0,0,0,0,0,0,0,0,0,0
109,Masque,520,540,520,540,740,620,520,100,520,540,620,620,620,620,620,320,320,320,320,0,420,320,100,0,320,200,0,0,400,0,0,0,20,100,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,308,100,0,0,0,40,0,0,120,0,520,100,100,0,100,100,100,100,200,200,200,0,300,400,0,0,100,500,300,300,300,300,100,100,0,300,800,0,0,0,520,0,0,100,320,640,660,100,0,220,220,1700,700,1000,300,2008,0,100,400,100,0,500,0,400,0,0,0,0,100,0,540,0,0,100,100,100,620,640,520,540,620,640,520,540,620,640,520,540,620,640,520,540,0,100,100,100,100,0,100,0,300,100,100,100,100,0,0,0,0,0,200,200,200,100,0,100,400,200,200,100,100,200,0,0,200,300,100,100,0,0,0,0,100,0,0,0,0,400,200,100,0,320,0,1040,140,0,0,0,0,0,0,400,500,400,0,0,320,220,320,320,40,540,140,40,540,440,0,200,200,100,0,0,0,0,0,0,0,0,0,0,20,240
110,Keniuchio Harada,300,300,300,300,300,300,300,120,300,300,20,20,20,20,0,400,400,400,400,0,0,0,20,0,0,0,0,400,0,0,0,0,0,200,20,20,20,20,0,0,200,0,0,0,100,100,100,120,100,100,0,0,0,0,0,300,0,0,0,300,0,0,200,0,300,200,200,0,0,0,0,200,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,300,0,400,300,400,400,400,400,400,200,200,0,0,0,0,0,700,0,0,0,200,0,200,0,0,200,0,0,20,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,National Security Council,620,620,620,620,320,300,420,0,320,540,0,0,0,0,20,420,420,420,420,20,0,20,0,0,20,100,0,20,0,0,0,0,0,0,20,20,20,20,100,0,120,0,100,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,320,0,100,0,0,0,0,0,0,0,0,0,0,100,100,0,300,100,400,400,200,100,100,520,0,0,100,0,0,0,500,0,0,100,100,100,100,100,100,100,200,100,100,200,0,100,0,800,800,500,100,0,200,300,0,100,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Valerie Cooper,1040,1040,1040,1040,860,720,540,320,660,1160,604,604,604,604,420,540,540,540,540,20,500,324,200,0,424,300,0,40,100,0,200,100,100,0,20,20,20,20,200,0,240,100,100,100,20,20,20,20,20,20,0,0,0,0,100,100,0,0,0,0,0,0,140,0,440,0,100,0,100,200,0,0,200,200,200,0,100,404,100,0,320,200,1104,1104,804,304,304,620,0,100,200,20,0,20,820,0,20,100,240,340,340,220,120,240,420,500,200,600,0,400,0,800,2004,500,120,100,200,1020,200,120,0,0,40,0,100,0,0,0,504,204,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,20,100,0,0,20,0,100,0,300,220,100,100,0,0,200,100,100,0,200,200,200,100,0,100,200,200,300,200,100,200,200,0,100,0,200,200,100,200,200,0,100,200,200,0,0,600,200,100,100,0,300,200,100,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,20
113,Project Wideawake,420,420,420,420,140,200,220,0,140,340,0,0,0,0,20,600,600,600,600,20,0,20,0,0,20,100,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,140,0,200,0,0,0,0,0,0,0,0,0,0,0,300,0,200,100,200,200,100,0,0,520,0,0,100,0,0,0,300,0,200,0,300,300,300,300,300,300,200,100,100,100,0,100,0,500,500,700,100,0,100,300,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Douglas Ramsey,1080,1080,1000,1000,664,224,688,8,552,1052,64,64,64,64,24,1324,1324,1324,1324,0,324,44,20,100,44,640,0,424,20,0,0,0,0,724,20,20,20,20,0,0,2280,200,100,100,400,400,400,400,400,400,0,0,0,0,0,0,0,0,0,0,20,64,3248,20,1220,1200,424,24,20,52,0,304,20,20,20,0,120,20,500,20,380,0,20,20,20,20,20,100,220,0,0,404,0,300,560,920,2024,320,3888,3588,3588,3572,3772,2608,204,240,220,260,0,0,200,100,120,100,3936,0,324,24,0,2848,100,340,2688,900,720,1200,720,220,20,24,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,1240,20,80,24,24,20,24,24,60,148,820,800,40,4,0,0,0,4,20,20,20,20,124,0,200,0,0,4,0,0,0,0,0,0,40,40,20,0,0,20,20,20,20,60,0,0,400,0,0,0,0,0,0,0,620,720,620,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,20,0,0,0
115,Leech,200,200,200,200,200,2000,100,100,200,100,2000,2000,2000,2000,1900,100,100,100,100,0,0,2000,0,100,2000,0,0,0,100,0,0,0,0,300,120,120,120,120,0,0,200,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,200,300,300,0,0,0,120,0,0,0,0,0,300,600,0,0,100,0,600,600,400,600,500,0,0,0,1500,0,0,0,200,300,0,0,400,400,400,400,400,400,160,800,200,200,700,500,0,0,100,0,0,2600,300,0,0,0,0,0,400,0,0,0,0,20,600,300,140,140,140,140,140,140,140,140,220,220,220,220,220,220,220,220,0,0,200,200,220,0,200,100,1600,0,0,0,100,0,300,200,200,0,0,0,0,0,700,900,1400,0,0,0,0,0,0,400,0,1200,1500,1500,0,400,300,0,0,0,0,0,0,0,0,0,0,0,0,1700,1600,0,0,0,0,0,400,2300,2300,2200,0,0,0,0,0,0,0,0,0,0,0,0,100,800,800,700,0,0,0,0,0,0,0,0,0,0,0,0
116,Selene Gallio,1124,1124,1044,1044,1044,160,860,104,560,920,140,140,140,140,140,560,560,560,560,20,20,140,100,0,140,200,0,104,0,0,0,0,0,1724,100,100,100,100,100,0,900,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,100,0,20,1000,20,520,1000,1604,404,100,244,0,904,0,0,0,0,300,0,0,20,520,0,200,200,0,0,0,0,100,0,200,100,0,100,844,400,340,300,1400,1400,1400,1400,1400,1200,24,320,120,420,0,0,200,200,200,100,324,300,2204,100,0,820,200,0,820,200,200,200,200,120,0,100,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,100,0,220,200,100,200,200,100,220,124,0,0,200,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,200,0,0,200,200,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,200,200,200,200,200,200,0,400,300,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,0,0,0
117,Forge,3448,3448,3448,3448,1888,1544,524,1460,2868,3180,2104,2104,2104,2104,1500,1324,1324,1324,1324,20,2800,1300,820,0,1520,1320,0,300,400,0,360,0,300,0,100,100,100,100,100,0,720,400,100,100,100,100,0,100,100,100,300,300,300,0,0,100,0,0,0,0,0,20,240,0,424,0,0,0,400,840,20,0,400,400,400,0,0,520,500,100,300,100,1220,1220,720,520,420,120,100,300,0,60,400,0,1984,100,0,200,1260,1160,1160,1140,240,1260,760,500,100,800,0,400,0,300,1020,300,24,0,100,4516,640,0,0,100,640,0,0,0,0,720,720,320,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,0,500,120,120,20,20,140,20,1700,2440,400,300,20,20,620,520,520,20,500,400,400,300,124,300,800,400,600,900,700,400,700,100,700,20,400,320,1900,0,0,200,300,520,520,0,0,2200,900,800,300,0,1800,900,900,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
118,Adversary,900,900,900,900,500,100,200,700,800,900,0,0,0,0,0,100,100,100,100,0,0,0,200,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,300,0,0,0,0,700,0,0,0,0,0,0,0,400,0,100,100,0,500,500,400,400,300,0,100,0,0,0,0,0,800,0,0,100,100,0,0,0,0,100,700,0,0,0,0,0,0,0,200,0,0,0,0,640,900,0,0,0,0,0,0,0,0,0,500,300,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,200,200,200,200,300,200,0,700,0,0,200,100,500,300,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Amara Aquilla,1228,1228,1148,1148,552,124,532,0,224,944,44,44,44,44,24,1204,1204,1204,1204,0,104,44,0,104,44,440,0,520,0,0,0,0,0,1240,0,0,0,0,0,0,1760,0,0,0,400,400,400,400,400,300,0,0,0,0,0,0,0,0,0,0,0,0,3624,0,1140,1200,920,20,0,368,0,500,0,0,0,0,200,20,600,0,504,0,20,20,20,20,20,100,140,0,20,400,0,300,448,1120,2428,420,4372,4268,4268,3972,3872,3756,100,260,124,160,0,0,200,100,120,100,2848,0,820,0,0,4424,20,540,2464,1000,820,1120,820,220,20,20,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,1040,0,80,24,24,20,24,24,40,124,840,820,40,4,0,0,0,0,0,0,0,0,20,0,100,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,120,100,0,0,0,20,20,320,820,920,820,20,0,0,4,4,0,0,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Nimrod (Earth-811),820,820,820,820,820,120,520,200,620,900,20,0,20,0,20,200,200,200,200,0,100,20,0,20,20,0,0,0,0,0,0,0,0,400,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,100,100,0,20,0,220,0,600,0,400,200,100,220,0,400,0,0,0,200,300,0,0,100,520,0,0,0,0,0,0,0,0,0,300,200,0,0,720,0,0,100,120,120,120,20,120,20,100,400,220,400,0,0,0,0,0,0,100,0,200,0,0,20,900,0,0,100,100,100,100,40,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Magus (Technarch),300,300,300,300,300,100,200,100,200,300,100,100,100,100,100,220,220,220,220,0,100,100,0,0,100,200,0,200,0,0,0,0,0,0,0,0,0,0,0,0,220,0,100,100,200,200,200,200,200,100,0,0,0,0,0,0,0,0,0,0,0,0,640,0,200,0,0,0,0,100,0,0,0,0,0,0,20,0,0,100,200,0,0,0,0,0,0,0,0,0,0,200,0,100,300,200,320,320,540,540,540,540,540,540,100,200,100,100,0,0,0,0,0,0,340,0,0,100,0,540,0,708,540,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,120,0,20,0,0,0,0,0,100,200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Warlock (Technarch),1500,1500,1420,1420,808,764,548,720,964,1464,880,880,880,880,560,920,920,920,920,200,640,580,0,100,680,920,0,500,0,0,0,0,0,920,20,20,20,20,0,0,2640,200,100,100,500,500,500,500,500,400,0,0,0,0,0,0,0,0,0,0,100,100,3864,0,764,1220,820,100,0,260,0,220,0,0,0,0,300,720,500,0,420,0,620,620,220,720,320,0,120,0,200,500,0,300,600,1600,1860,440,6964,6664,6664,6748,5728,6344,420,140,120,140,0,100,20,0,40,0,2688,400,820,640,0,2464,0,540,6920,520,340,720,340,540,720,120,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,2100,0,80,24,24,20,24,24,940,640,820,800,340,4,620,100,400,200,0,0,0,0,340,100,620,0,220,420,320,20,220,300,300,0,1020,940,300,0,0,0,0,0,0,100,0,420,400,100,0,500,420,2620,2620,100,340,440,340,820,900,400,1300,1500,800,700,200,400,200,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,100,0,0,0,0,0
123,Hellions,100,100,100,100,100,0,100,0,100,100,0,0,0,0,0,140,140,140,140,0,100,0,0,100,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,300,900,300,0,0,0,0,200,0,0,0,0,0,0,300,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,300,600,100,1100,1100,1100,900,1000,500,0,100,100,100,0,0,200,0,0,0,900,0,200,0,0,1000,100,0,520,1100,920,1100,920,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,920,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,James Proudstar,200,220,200,220,220,100,200,100,220,220,100,100,100,100,100,144,144,144,144,0,200,100,100,0,100,0,0,0,0,0,200,500,500,600,0,0,0,0,400,0,340,100,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,0,0,200,100,820,100,400,720,300,0,0,0,0,200,0,0,0,0,0,400,220,0,200,400,0,0,0,200,0,100,0,1000,0,0,0,0,220,300,420,200,1120,2520,2620,820,920,1200,0,600,100,100,0,540,200,0,100,0,720,0,200,0,0,820,100,0,340,920,2604,920,904,120,0,100,1600,1700,1500,1600,1600,1700,1500,1600,1600,1700,1500,1600,1600,1700,1500,1600,320,0,0,0,0,0,0,0,100,100,220,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300,0,0,0,0,0,0,0,100,100,0,0,100,0,500,100,1540,600,0,804,804,804,0,0,0,100,100,0,0,500,320,500,500,800,1700,820,700,1700,1600,0,0,0,0,0,0,0,0,0,0,100,0,0,0,800,820
125,Manuel de la Rocha,100,100,100,100,100,0,100,0,100,100,0,0,0,0,0,340,340,340,340,0,200,0,0,100,0,200,0,0,0,0,0,0,0,600,0,0,0,0,0,0,700,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,300,1000,300,0,0,0,0,200,0,0,0,0,0,0,300,0,100,0,0,0,0,0,0,0,200,0,0,0,0,0,100,300,700,100,1400,1200,1200,1200,1300,620,0,100,100,100,0,0,200,0,0,0,1200,0,200,0,0,1120,100,0,720,1100,920,1400,920,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,820,920,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Jennifer Stavros,100,100,100,100,100,0,100,0,100,100,0,0,0,0,0,124,124,124,124,0,100,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,0,300,720,300,0,0,0,0,200,0,0,0,0,0,0,220,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,300,420,100,920,920,920,720,920,500,0,100,100,100,0,0,200,0,0,0,720,0,200,0,0,820,100,0,340,920,904,920,904,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,220,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804,804,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Lila Cheney,740,740,740,740,240,200,20,220,724,840,300,300,300,300,100,340,340,340,340,0,720,100,100,0,100,300,0,300,100,0,200,0,200,240,100,100,100,100,0,0,820,0,0,0,100,100,0,100,100,100,300,300,300,0,0,0,0,0,0,0,0,20,520,0,20,320,140,0,120,420,0,20,100,100,100,20,20,0,200,0,20,0,100,0,0,0,0,0,100,0,0,120,400,0,540,300,100,20,980,1060,1060,860,660,760,0,20,20,220,0,100,0,0,0,0,220,20,120,720,0,220,40,0,540,120,120,120,120,1716,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,100,220,0,0,0,100,0,0,300,720,0,0,0,0,0,0,0,120,120,120,100,0,0,200,0,100,200,200,100,100,0,0,200,0,120,40,520,20,20,0,0,20,120,0,0,300,200,500,0,0,600,220,220,0,100,100,100,0,440,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Freedom Force,720,720,720,720,640,1040,320,500,620,740,804,804,804,804,800,40,40,40,40,0,200,804,200,0,804,600,0,20,200,0,0,0,0,0,20,20,20,20,100,0,320,0,200,200,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,140,0,620,0,0,0,100,500,100,0,200,200,200,0,100,2104,0,0,220,0,2004,2004,1404,2104,1504,100,0,0,200,20,0,20,740,100,20,200,740,740,740,720,520,740,640,300,100,100,100,100,0,100,504,0,20,600,0,720,500,20,0,0,720,0,0,0,0,0,2304,1004,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,220,100,100,100,120,0,200,100,700,600,200,200,100,0,1400,700,1000,0,200,200,200,200,320,400,500,0,0,0,0,0,0,0,0,100,700,700,0,400,300,0,100,100,100,0,0,200,300,0,0,200,0,1000,1000,0,0,0,0,300,0,700,1200,1200,300,300,100,200,100,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
